"04900273";"2";"049";"00354";"Y";"CS BERNA";"BERNA  C S";"049";"00273";"1";"1";"01";"03";"11 de Noviembre s-n";NULL;"3569";"03482-15551536";NULL;"gastonmendoza87@hotmail.com";"I";NULL;NULL;NULL;"03";"03";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dr. Maluje, Mirian";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1950-08-11 00:00:00";NULL;"0";"0";NULL;"1";NULL;"002007";"002007";"002007";"04900354";"50820492184576";NULL;"04903";"2011-07-04 08:58:33";"S";"polivera";"11"
"04900273";"2";"049";"00362";"Y";"CS LOS LAURELES";"LOS LAURELES  C S";"049";"00273";"1";"1";"01";"37";NULL;NULL;"3567";NULL;NULL;NULL;"I";NULL;NULL;NULL;"04";"04";"Res. Nº 116";"2008-03-04 00:00:00";"0";;NULL;NULL;NULL;NULL;"0";"E";NULL;"Dra. Audicio, Sandra S.";"Chapero, Juan Antonio";"Volders, Dante";"Bazan, Jorge";NULL;NULL;NULL;NULL;NULL;"1951-05-05 00:00:00";NULL;"0";"0";NULL;"1";NULL;"002014";"002014";"002014";"04900362";"50820492184785";NULL;"04937";"2011-06-17 08:59:50";"S";"oviganotti";"12"
"04900273";"2";"049";"00371";"Y";"CS SIETE PROVINCIAS";"SIETE PROVINCIAS  C S";"049";"00273";"1";"1";"01";"26";NULL;NULL;"3575";NULL;NULL;NULL;"II";NULL;NULL;NULL;"03";"03";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dr. Fariz, Ricardo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1972-10-18 00:00:00";NULL;"0";"0";NULL;"1";NULL;"032350";"000000";"000000";"04900371";"50820492184976";NULL;"04926";"2011-11-23 06:45:10";"S";"oviganotti";"13"
"04900311";"2";"049";"00389";"Y";"CS CAMPO HARDY";"CAMPO HARDY  C S";"049";"00311";"1";"1";"01";"04";"Ruta Nacional 11 s/n";NULL;"3592";"03482/499125";NULL;NULL;"II";NULL;NULL;NULL;"04";"04";"Res. Nº 117";"2008-03-04 00:00:00";"0";;NULL;NULL;NULL;NULL;"0";"E";NULL;"Dr. Benítez, Leandro";"Villar, Jorge Carlos";"Cracogna, Nelly Rosa";"Ramírez, Olga Alicia";NULL;NULL;NULL;NULL;NULL;"1971-09-22 00:00:00";NULL;"0";"0";NULL;"1";NULL;"002004";"002004";"002004";"04900389";"50820492184584";NULL;"04904";"2011-02-21 13:22:01";"S";"oviganotti";"14"
"04900311";"2";"049";"00397";"Y";"CS EL YAGUARETE";"EL YAGUARETE  C S";"049";"00311";"1";"1";"01";"57";"Km 899";NULL;"3586";NULL;NULL;NULL;"I";NULL;NULL;NULL;"03";"03";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dra. Stride, Stella Maris";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00 00:00:00";NULL;"0";"0";NULL;"1";NULL;"034150";"550000";"000000";"04900397";"50820492184671";NULL;"04957";"2011-02-25 07:26:52";"S";"oviganotti";"15"
"04900273";"2";"049";"00401";"Y";"CS ARROYO CEIBAL";"ARROYO CEIBAL  C S";"049";"00273";"1";"1";"01";"01";"Zona Urbana";NULL;"3575";"03482/497141";NULL;NULL;"I";NULL;NULL;NULL;"03";"03";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dr. Benitez, Leonardo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1951-02-16 00:00:00";NULL;"0";"0";NULL;"1";NULL;"032450";"532000";"000000";"04900401";"50820492184498";NULL;"04901";"2011-02-21 13:21:09";"S";"oviganotti";"16"
"04900273";"2";"049";"00427";"Y";"CS EL ARAZA";"EL ARAZA  C S";"049";"00273";"1";"1";"01";"10";"ADOLFO DIAZ Y VALENTIN NIEMIG";NULL;"3563";NULL;NULL;NULL;"II";NULL;NULL;NULL;"03";"03";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dr. Vela, Mauricio";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1951-10-02 00:00:00";NULL;"0";"0";NULL;"1";NULL;"032300";"536000";"000000";"04900427";"50820492184663";NULL;"04910";"2011-03-28 04:31:43";"S";"oviganotti";"17"
"04900273";"2";"049";"00435";"Y";"CS BARRIO EL OMBUSAL EMA BEATRIZ CABRAL";"C S  B EL OMBUSAL";"049";"00273";"1";"1";"01";"47";"Brown y Chacabuco";NULL;"3560";NULL;NULL;NULL;"I";NULL;NULL;NULL;"03";"03";"Res. Nº 2075";"2011-09-15 00:00:00";"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dra. Piazza Aguda";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1972-00-00 00:00:00";NULL;"0";"0";NULL;"1";NULL;"032570";"000000";"000000";"04900435";"50820492184521";NULL;"04947";"2011-11-18 09:17:28";"S";"polivera";"18"
"04900273";"2";"049";"00443";"Y";"CS BARRIO NORTE - GRAL OBLIGADO";"C S  B  NORTE";"049";"00273";"1";"1";"01";"47";"Olessio Nº 50";NULL;"3560";NULL;NULL;NULL;"II";NULL;NULL;NULL;"03";"03";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dr. Argañaraz Gustavo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1979-00-00 00:00:00";NULL;"0";"0";NULL;"0";NULL;"032620";"000000";"000000";"04900443";"50820492184544";NULL;"04947";"2011-03-10 06:45:09";"S";"polivera";"19"
"04900311";"2";"049";"00516";"Y";"CS PARAJE LAS CLARITAS";"ARROYO CEIBAL LAS CLARITAS C S";"049";"00311";"1";"1";"01";"01";"Las Claritas";NULL;"3575";NULL;NULL;NULL;"I";NULL;NULL;NULL;"03";"03";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dr. Enrique, Oscar";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1981-00-00 00:00:00";NULL;"0";"0";NULL;"1";NULL;"034300";"000000";"000000";"04900516";"50820492184885";NULL;"04901";"2011-01-31 12:21:54";"S";NULL;"20"
"04900273";"2";"049";"00524";"Y";"CS PEDRO VICENTIN";"AVELLANEDA  C S  P  VICENTIN";"049";"00273";"1";"1";"01";"02";"Calle 307 y 328";NULL;"3561";"03482-614253";NULL;NULL;"II";NULL;NULL;NULL;"01";"01";"Res. Nº 771";"2004-07-12 00:00:00";"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dr. Nuñez Ramirez, Jacinto";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1980-00-00 00:00:00";NULL;"0";"0";NULL;"1";NULL;"032550";"000000";"000000";"04900524";"50820492184895";NULL;"04902";"2011-01-31 12:26:54";"S";NULL;"21"
"04900273";"2";"049";"00532";"Y";"CS BARROS PAZOS";"BARROS PAZOS  C S";"049";"00273";"1";"1";"01";"09";"Zona Rural";NULL;"3569";"03482-15614256";NULL;NULL;"II";NULL;NULL;NULL;"03";"03";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dra. Montiel, Andrea Veronica";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1983-06-21 00:00:00";NULL;"0";"0";NULL;"1";NULL;"032400";"000000";"000000";"04900532";"50820492184570";NULL;"04909";"2011-02-01 04:07:44";"S";NULL;"22"
"04900273";"2";"049";"00541";"Y";"CS FLOR DE ORO";"FLOR DE ORO  C S";"049";"00273";"1";"1";"01";"16";"Flor de Oro";NULL;"3575";NULL;NULL;NULL;"II";NULL;NULL;NULL;"03";"03";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dr. Fariz, Ricardo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1983-08-31 00:00:00";NULL;"0";"0";NULL;"1";NULL;"032200";"000000";"000000";"04900541";"50820492184703";NULL;"04916";"2011-02-01 04:09:07";"S";NULL;"23"
"04900273";"2";"049";"00559";"Y";"CS SAN MANUEL";"LA SARITA C S  SAN MANUEL";"049";"00273";"1";"1";"01";"29";"San Manuel";NULL;"3563";"03482-499024";NULL;"sanmanuel@hotmail.com";"I";NULL;NULL;NULL;"04";"04";"Res. Nº 0221";"2009-01-27 00:00:00";"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dr. Martinez, Jorge";"Olivo, Eduardo";"Suligoy, Juan Jose";"Gallard, Evelin";NULL;NULL;NULL;NULL;NULL;"0000-00-00 00:00:00";NULL;"0";"0";NULL;"1";NULL;"032150";"552000";"000000";"04900559";"50820492184952";NULL;"04929";"2011-06-22 06:55:05";"S";"oviganotti";"24"
"04900273";"2";"049";"00575";"Y";"CS LOS LAPACHOS";"LOS LAPACHOS  C S";"049";"00273";"1";"1";"01";"36";NULL;NULL;"   0";"03482/474101";NULL;NULL;"I";NULL;NULL;NULL;"03";"03";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dr. Fariz Ricardo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1987-08-04 00:00:00";NULL;"0";"0";NULL;"1";NULL;"032320";"002050";"000000";"04900575";"50820492184784";NULL;"04936";"2011-11-23 07:18:59";"S";"oviganotti";"25"
"04900273";"2";"049";"00583";"Y";"CS BARRIO CHAPERO";"C S  B  CHAPERO";"049";"00273";"1";"1";"01";"47";"Roca 2023";NULL;"3560";"03482-45551862";NULL;"capschaperocentro@yahoo.com.ar";"II";NULL;NULL;NULL;"03";"03";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dra Ana María Del C. Alegre";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1981-00-00 00:00:00";NULL;"0";"0";NULL;"0";NULL;"032700";"000000";"000000";"04900583";"50820492184519";NULL;"04947";"2011-12-06 06:22:24";"S";"polivera";"26"
"04900273";"2";"049";"00591";"Y";"CS BARRIO GUADALUPE NORTE";"C S  B GUAD NORTE";"049";"00273";"1";"1";"01";"47";"Zona Urbana";NULL;"3560";"03482-498052";NULL;NULL;"II";NULL;NULL;NULL;"03";"03";"Res. Nº 2711";"2009-11-25 00:00:00";"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dr. Smilasky, Gustavo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1982-06-16 00:00:00";NULL;"0";"0";NULL;"1";NULL;"032260";"000000";"000000";"04900591";"50820492184526";NULL;"04947";"2011-02-21 13:14:52";"S";"oviganotti";"27"
"04900273";"2";"049";"00605";"Y";"CS JULIA CAPOZZOLO BARRIO CARMEN LUISA";"C S  B  C  LUISA";"049";"00273";"1";"1";"01";"47";"Calle 12 (Interbarrial; calle 91)";NULL;"3560";NULL;NULL;NULL;"II";NULL;NULL;NULL;"03";"03";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dr. Mayo, Dante";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00 00:00:00";NULL;"0";"0";NULL;"1";NULL;"032660";"000000";"000000";"04900605";"50820492184516";NULL;"04947";"2011-03-10 06:37:22";"S";"polivera";"28"
"04900273";"2";"049";"00613";"Y";"CS BARRIO ITATI - RECONQUISTA";"C S  B  ITATI";"049";"00273";"1";"1";"01";"47";"Ruta 40 y Calle 68";NULL;"3560";"03482-15678546";NULL;NULL;"II";NULL;NULL;NULL;"03";"03";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dr. Amado Enrique Vallejos";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1984-11-28 00:00:00";NULL;"0";"0";NULL;"1";NULL;"032640";"000000";"000000";"04900613";"50820492184527";NULL;"04947";"2011-10-11 09:02:01";"S";"oviganotti";"29"
"04900273";"2";"049";"00621";"Y";"CS BARRIO LA LOMA";"C S  B  LA LOMA";"049";"00273";"1";"1";"01";"47";"Bo. Zulema Calle 105";NULL;"3560";"03482-678502";NULL;NULL;"I";NULL;NULL;NULL;"03";"03";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Enf Pacheco Veronica";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00 00:00:00";NULL;"0";"0";NULL;"0";NULL;"032680";"000000";"000000";"04900621";"50820492184531";NULL;"04947";"2011-11-18 08:34:22";"S";"polivera";"30"
"04900311";"2";"049";"00648";"Y";"CS PARAJE SAN JUAN";"PARAJE SAN JUAN  C S";"049";"00311";"1";"1";"01";"60";"Zona rural a 15 km de Villa Ana";NULL;"3575";NULL;NULL;NULL;"II";NULL;NULL;NULL;"03";"03";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dr. Ives Gabino, Alonso";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00 00:00:00";NULL;"0";"0";NULL;"1";NULL;"034250";"549000";"000000";"04900648";"50820492184886";NULL;"04960";"2011-02-25 07:21:39";"S";"oviganotti";"31"
"04900273";"2";"049";"00656";"Y";"CS CEFERINO VICENTIN";"AVELLANEDA  C S  C  VICENTIN";"049";"00273";"1";"1";"01";"02";"Calle 305 n° 85";NULL;"3561";NULL;NULL;NULL;"I";NULL;NULL;NULL;"01";"01";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dr. Vicentín, Celso";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00 00:00:00";NULL;"0";"0";NULL;"1";NULL;"032500";"000000";"000000";"04900656";"50820492184601";NULL;"04902";"2011-01-31 12:27:35";"S";NULL;"32"
"04900273";"2";"049";"00711";"Y";"CS BARRIO BELGRANO";"AVELLANEDA  C S  B  BELGRANO";"049";"00273";"1";"1";"01";"02";"Calle 126 Esq 115";NULL;"3561";"03482-552033";NULL;NULL;"II";NULL;NULL;NULL;"01";"01";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dra. Vital, Braida";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00 00:00:00";NULL;"0";"0";NULL;"0";NULL;"002016";"000000";"000000";"04900711";"50820492184511";NULL;"04902";"2011-12-06 06:20:34";"S";"polivera";"33"
"04900273";"2";"049";"00729";"Y";"CS SANTA ANA";"SANTA ANA  C S";"049";"00273";"1";"1";"01";"49";"Zona Rural Ruta Pcial 31 Km. 14";NULL;"3561";NULL;NULL;NULL;"I";NULL;NULL;NULL;"03";"03";NULL;NULL;"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dra, Menapace, Marcela";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00 00:00:00";NULL;"0";"0";NULL;"0";NULL;"000000";"000000";"000000";"04900729";"50820492184963";NULL;"04949";"2011-02-21 13:13:51";"S";"oviganotti";"34"
"05600079";"2";"056";"00036";"Y";"SAMCO BUSTINZA";"BUSTINZA  S A M CO";"056";"00079";"4";"8";"04";"03";"La Posta 365";NULL;"2501";"03471/497176";NULL;"samcodebustinza@hotmail.com";"II";NULL;NULL;NULL;"04";"04";"Res. Nº 952";"2010-05-13 00:00:00";"0";;NULL;NULL;NULL;NULL;"0";"E";NULL;"Dr. Becerra, Oscar";"Frontera, Miguel Angel";"Leperini, Marta Julia";"Morales, Mercedes";NULL;NULL;NULL;NULL;NULL;"1950-10-09 00:00:00";NULL;"0";"0";NULL;"1";NULL;"210000";"210000";"210000";"05600036";"50820562185354";NULL;"05603";"2011-11-11 09:28:03";"S";"oviganotti";"35"
"05600141";"2";"056";"00044";"Y";"CS CARRIZALES";"CLARKE-CARRIZALES  C S";"056";"00141";"4";"10";"04";"05";"Centenario 503";NULL;"2218";"03476/497145";NULL;"samcocarrizales@hotmail.com";"II";NULL;NULL;NULL;"04";"04";"Resol. Nº 1101";"2009-05-19 00:00:00";"0";;NULL;NULL;NULL;NULL;"0";"4";NULL;"Dr. Bisbal, Felix";"Ellena, Alfredo Jose";"Sumoffen, Damiano";"Rostagno, Carina Cecilia";NULL;NULL;NULL;NULL;NULL;"1938-10-22 00:00:00";NULL;"0";"0";NULL;"1";NULL;"180100";"180200";"000000";"05600044";"50820562184594";NULL;"05605";"2011-11-16 08:15:45";"S";"oviganotti";"36"
"05600141";"2";"056";"00052";"Y";"CS CLASSON";"CLASON  C S";"056";"00141";"4";"8";"04";"06";"25 de Diciembre s-n";NULL;"2146";"03471/499036";NULL;"comunaclason@arnet.com.ar";"II";NULL;NULL;NULL;"04";"04";"Res. Nº 2325";"2009-10-14 00:00:00";"1";;"21.32.1272";NULL;NULL;NULL;"0";"E";NULL;"Dr. Buonamelli Amanda";"Bucher, Beatriz";"Ibars, Laura Beatriz";"Zabala, Marisa Graciela";NULL;NULL;NULL;NULL;NULL;"1961-11-30 00:00:00";NULL;"0";"0";NULL;"1";NULL;"181000";"181000";"181000";"05600052";"50820562184607";NULL;"05606";"2011-11-14 05:04:49";"S";"oviganotti";"37"
"05600079";"1";"056";"00079";"0";"HOSP SAN JOSE";"CA#ADA DE GOMEZ  HOSP SAN JOSE";"056";"00079";"4";"8";"04";"04";"Urquiza 750";NULL;"2500";"03471/422014 centrex 6377";NULL;"hospital@mcg.org.ar";"VI";NULL;NULL;NULL;"02";"02";" Resol. Nº 2016";"2008-08-26 00:00:00";"1";;"21.32.0539";"34";NULL;NULL;"1";"4";NULL;"Dra. Beltramone, Laura";NULL;NULL;NULL;"Belardinelli, Ana Maria";"Scheitlin, Roberto J.";"Mendoza, Fernando";"Caruso, Elías Oscar";NULL;"1894-05-25 00:00:00";NULL;"1";"0";NULL;"1";NULL;"020000";"020000";"020000";"05600079";"10820562184097";NULL;"05604";"2011-06-21 04:13:49";"S";"oviganotti";"38"
"05600079";"2";"056";"00095";"9";"CS CORREA";"CORREA  C S";"056";"00079";"4";"8";"04";"07";"Rivadavia 1363";NULL;"2506";"03471/492251 centrex 6395";NULL;"osvalvovcapra@hotmail.com";"II";NULL;NULL;NULL;"04";"04";"Res. Nº 1042";"2009-05-14 00:00:00";"1";;"21.32.1381";NULL;NULL;NULL;"0";"E";NULL;"Dr. Capra, Osvaldo";"Conti, Lorenzo";"Monti, Monica";"Montebro, Jorge";NULL;NULL;NULL;NULL;NULL;"1938-00-00 00:00:00";NULL;"0";"0";NULL;"1";NULL;"220000";"220000";"220000";"05600095";"50820562184634";NULL;"05607";"2011-11-11 09:32:49";"S";"oviganotti";"39"
"05600141";"2";"056";"00109";"9";"SAMCO SALTO GRANDE";"SALTO GRANDE  HOSPITAL";"056";"00141";"4";"1";"04";"12";"Balcarce 409";NULL;"2142";"03476/494224";NULL;"comuna@saltogrande.gov.ar";"II";NULL;NULL;NULL;"04";"04";"Res. Nº 1568";"2009-07-17 00:00:00";"1";;"21.32.0541";"4";NULL;NULL;"0";"4";NULL;"Dr Muratore Miguel";"Arloro Ricardo";"Toso Juan Jose";"Rosana Lopez";NULL;NULL;NULL;NULL;NULL;"1949-12-09 00:00:00";NULL;"0";"0";NULL;"0";NULL;"145000";"145000";"145000";"05600109";"50820562185372";NULL;"05612";"2011-11-23 09:27:17";"S";"oviganotti";"40"
"05600141";"2";"056";"00117";"Y";"CS LUCIO V LOPEZ";"LUCIO V LOPEZ  C S";"056";"00141";"4";"8";"04";"10";"San Martín 339";NULL;"2150";"03476/491089";"03476-491031";"comunavlopez@yahoo.com.ar";"II";NULL;NULL;NULL;"04";"04";"Res. Nº 323";"2008-04-15 00:00:00";"0";;NULL;NULL;NULL;NULL;"0";"E";NULL;"Dr. Deveiga, Benito";"Sanchez, Jorge Mario";"Milano, Aldo";"Gorosito, Maria Laura";NULL;NULL;NULL;NULL;NULL;"0000-00-00 00:00:00";NULL;"0";"0";NULL;"1";NULL;"236000";"236000";"236000";"05600117";"50820562184792";NULL;"05610";"2011-11-14 04:56:27";"S";"oviganotti";"41"
"05600141";"2";"056";"00125";"Y";"CS OLIVEROS";"OLIVEROS  C S";"056";"00141";"4";"10";"04";"11";"Entre Rios 464";NULL;"2206";"03476/498598";NULL;NULL;"II";NULL;NULL;NULL;"01";"01";"Res. Nº 070";"2005-12-15 00:00:00";"0";;NULL;NULL;NULL;NULL;"0";"E";NULL;"Dr. Martinelli Sergio";"Costa, Raúl César";"Correa, Héctor Martín";"Cordoba, Roberto Oscar";NULL;NULL;NULL;NULL;NULL;"1948-02-18 00:00:00";NULL;"0";"0";NULL;"1";NULL;"233000";"233000";"233000";"05600125";"50820562184879";NULL;"05611";"2011-11-16 08:25:49";"S";"oviganotti";"42"
